ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance_Score
676,Student_676,9.8,100,68.9,D,Pass,78.03
39,Student_39,7.2,100,58.2,F,Pass,67.94
146,Student_146,1.3,100,46.6,F,Pass,53.92
442,Student_442,9.9,100,91.0,A,Pass,93.6
529,Student_529,1.5,100,72.4,C,Pass,72.18
542,Student_542,6.5,100,46.0,F,Pass,58.7
521,Student_521,6.3,100,71.6,C,Pass,76.42
563,Student_563,2.2,100,90.2,A,Pass,85.34
576,Student_576,9.5,100,87.3,B,Pass,90.61
332,Student_332,7.8,100,87.3,B,Pass,88.91
223,Student_223,1.8,100,79.4,C,Pass,77.38
844,Student_844,9.6,100,66.6,D,Pass,76.22
253,Student_253,8.7,100,96.2,A,Pass,96.04
476,Student_476,9.9,99,89.3,B,Pass,92.21
561,Student_561,7.3,99,91.3,A,Pass,91.01
493,Student_493,3.5,99,59.0,F,Pass,64.6
497,Student_497,6.3,99,99.0,A,Pass,95.4
746,Student_746,9.1,99,72.0,C,Pass,79.3
681,Student_681,8.4,99,71.0,C,Pass,77.9
686,Student_686,6.0,99,46.5,F,Pass,58.35
692,Student_692,4.8,99,95.9,A,Pass,91.73
661,Student_661,4.2,99,79.1,C,Pass,79.37
42,Student_42,5.5,99,45.3,F,Pass,57.01
703,Student_703,4.0,99,47.9,F,Pass,57.33
700,Student_700,5.3,99,69.6,D,Pass,73.82
831,Student_831,3.0,99,90.0,A,Pass,85.8
316,Student_316,7.3,99,78.5,C,Pass,82.05
927,Student_927,3.4,99,86.1,B,Pass,83.47
395,Student_395,4.1,99,86.6,B,Pass,84.52
998,Student_998,2.2,99,90.4,A,Pass,85.28
915,Student_915,6.0,99,97.4,A,Pass,93.98
168,Student_168,2.7,99,42.3,F,Pass,52.11
304,Student_304,6.7,99,93.2,A,Pass,91.74
458,Student_458,5.2,99,85.4,B,Pass,84.78
115,Student_115,6.7,99,99.8,A,Pass,96.36
720,Student_720,7.6,99,76.2,C,Pass,80.74
988,Student_988,4.9,98,77.8,C,Pass,78.96
652,Student_652,5.8,98,76.4,C,Pass,78.88
675,Student_675,4.7,98,59.9,F,Pass,66.23
70,Student_70,9.9,98,78.5,C,Pass,84.45
653,Student_653,6.3,98,77.9,C,Pass,80.43
377,Student_377,8.6,98,83.8,B,Pass,86.86
126,Student_126,4.8,98,62.1,D,Pass,67.87
154,Student_154,5.4,98,84.2,B,Pass,83.94
930,Student_930,3.3,98,90.8,A,Pass,86.46
562,Student_562,2.9,98,53.6,F,Pass,60.02
960,Student_960,7.6,98,59.3,F,Pass,68.71
110,Student_110,1.7,98,58.2,F,Pass,62.04
792,Student_792,6.3,98,80.6,B,Pass,82.32
883,Student_883,1.2,98,69.5,D,Pass,69.45
910,Student_910,4.4,98,58.0,F,Pass,64.6
868,Student_868,2.6,98,56.5,F,Pass,61.75
549,Student_549,5.7,98,77.3,C,Pass,79.41
96,Student_96,5.4,98,77.2,C,Pass,79.04
790,Student_790,9.5,98,64.6,D,Pass,74.32
481,Student_481,6.7,98,71.4,C,Pass,76.28
727,Student_727,2.3,98,65.1,D,Pass,67.47
161,Student_161,4.3,98,97.3,A,Pass,92.01
165,Student_165,1.8,98,66.3,D,Pass,67.81
276,Student_276,5.5,98,83.6,B,Pass,83.62
820,Student_820,4.0,97,99.0,A,Pass,92.7
938,Student_938,9.2,97,60.9,D,Pass,71.23
854,Student_854,9.1,97,63.7,D,Pass,73.09
827,Student_827,4.1,97,49.2,F,Pass,57.94
285,Student_285,6.2,97,51.3,F,Pass,61.51
752,Student_752,9.5,97,74.6,C,Pass,81.12
415,Student_415,6.7,97,98.9,A,Pass,95.33
590,Student_590,2.4,97,65.4,D,Pass,67.58
40,Student_40,5.0,97,55.8,F,Pass,63.46
810,Student_810,2.0,97,85.4,B,Pass,81.18
212,Student_212,7.2,97,78.6,C,Pass,81.62
207,Student_207,1.9,97,62.9,D,Pass,65.33
239,Student_239,6.8,97,89.0,B,Pass,88.5
740,Student_740,4.4,97,76.8,C,Pass,77.56
120,Student_120,5.9,97,71.6,C,Pass,75.42
1,Student_1,4.4,96,59.5,F,Pass,65.25
894,Student_894,4.6,96,91.2,A,Pass,87.64
839,Student_839,6.2,96,98.0,A,Pass,94.0
656,Student_656,2.1,96,54.2,F,Pass,59.24
603,Student_603,2.6,96,58.3,F,Pass,62.61
648,Student_648,7.1,96,86.4,B,Pass,86.78
24,Student_24,4.3,96,64.0,D,Pass,68.3
690,Student_690,2.7,96,70.8,C,Pass,71.46
159,Student_159,3.1,96,87.1,B,Pass,83.27
318,Student_318,2.6,96,74.8,C,Pass,74.16
429,Student_429,4.2,96,73.7,C,Pass,74.99
711,Student_711,7.8,96,58.6,F,Pass,68.02
713,Student_713,5.2,96,97.3,A,Pass,92.51
500,Student_500,9.9,96,51.1,F,Pass,64.87
364,Student_364,5.9,96,55.6,F,Pass,64.02
329,Student_329,4.8,96,60.1,D,Pass,66.07
858,Student_858,5.2,96,53.7,F,Pass,61.99
352,Student_352,8.7,96,74.3,C,Pass,79.91
732,Student_732,8.3,95,96.5,A,Pass,94.85
800,Student_800,9.3,95,69.1,D,Pass,76.67
387,Student_387,3.5,95,56.9,F,Pass,62.33
762,Student_762,3.8,95,80.4,B,Pass,79.08
94,Student_94,6.1,95,78.4,C,Pass,79.98
135,Student_135,9.5,95,55.6,F,Pass,67.42
830,Student_830,5.1,95,85.7,B,Pass,84.09
122,Student_122,9.1,95,47.8,F,Pass,61.56
274,Student_274,9.2,95,40.6,F,Pass,56.62
855,Student_855,2.8,95,42.4,F,Pass,51.48
337,Student_337,8.7,95,66.0,D,Pass,73.9
973,Student_973,7.6,95,77.5,C,Pass,80.85
447,Student_447,9.9,95,72.7,C,Pass,79.79
804,Student_804,6.5,95,63.1,D,Pass,69.67
394,Student_394,8.0,95,67.0,D,Pass,73.9
148,Student_148,5.5,95,67.3,D,Pass,71.61
403,Student_403,5.5,95,64.7,D,Pass,69.79
475,Student_475,5.7,95,79.4,C,Pass,80.28
964,Student_964,4.5,95,98.7,A,Pass,92.59
622,Student_622,2.9,94,80.1,B,Pass,77.77
22,Student_22,2.3,94,95.6,A,Pass,88.02
230,Student_230,6.7,94,66.4,D,Pass,71.98
892,Student_892,8.7,94,52.0,F,Pass,63.9
834,Student_834,2.6,94,55.6,F,Pass,60.32
79,Student_79,4.2,94,70.2,C,Pass,72.14
601,Student_601,2.5,94,97.8,A,Pass,89.76
580,Student_580,3.3,94,80.2,B,Pass,78.24
59,Student_59,1.4,94,92.7,A,Pass,85.09
220,Student_220,8.6,94,74.9,C,Pass,79.83
525,Student_525,8.5,94,83.9,B,Pass,86.03
112,Student_112,2.5,94,81.5,B,Pass,78.35
520,Student_520,2.4,94,73.6,C,Pass,72.72
147,Student_147,6.5,94,72.9,C,Pass,76.33
283,Student_283,4.4,94,84.0,B,Pass,82.0
243,Student_243,9.2,94,55.1,F,Pass,66.57
252,Student_252,4.5,94,99.1,A,Pass,92.67
773,Student_773,2.1,94,74.9,C,Pass,73.33
434,Student_434,1.9,94,44.1,F,Pass,51.57
654,Student_654,7.7,93,75.5,C,Pass,79.15
694,Student_694,3.2,93,45.2,F,Pass,53.44
594,Student_594,4.1,93,56.8,F,Pass,62.46
67,Student_67,2.3,93,81.7,B,Pass,78.09
558,Student_558,1.3,93,81.2,B,Pass,76.74
530,Student_530,8.8,93,82.6,B,Pass,85.22
399,Student_399,7.8,93,43.8,F,Pass,57.06
932,Student_932,8.5,93,45.3,F,Pass,58.81
794,Student_794,6.5,93,61.9,D,Pass,68.43
410,Student_410,1.8,93,96.2,A,Pass,87.74
480,Student_480,5.7,93,52.2,F,Pass,60.84
98,Student_98,4.8,93,49.1,F,Pass,57.77
100,Student_100,2.0,93,86.8,B,Pass,81.36
81,Student_81,8.8,93,48.8,F,Pass,61.56
58,Student_58,2.8,93,62.8,D,Pass,65.36
823,Student_823,4.0,93,63.4,D,Pass,66.98
360,Student_360,6.2,93,56.4,F,Pass,64.28
383,Student_383,6.7,93,79.4,C,Pass,80.88
877,Student_877,7.4,93,62.5,D,Pass,69.75
891,Student_891,7.5,93,97.4,A,Pass,94.28
991,Student_991,8.2,93,59.1,F,Pass,68.17
1000,Student_1000,5.0,93,54.8,F,Pass,61.96
646,Student_646,9.0,92,59.0,F,Pass,68.7
641,Student_641,1.2,92,89.8,B,Pass,82.46
63,Student_63,8.5,92,58.3,F,Pass,67.71
717,Student_717,8.5,92,43.1,F,Pass,57.07
259,Student_259,6.1,92,52.8,F,Pass,61.46
251,Student_251,3.7,92,72.7,C,Pass,72.99
242,Student_242,9.6,92,95.1,A,Pass,94.57
132,Student_132,3.0,92,65.0,D,Pass,66.9
826,Student_826,9.3,92,72.5,C,Pass,78.45
837,Student_837,9.2,92,60.5,D,Pass,69.95
683,Student_683,2.5,92,40.5,F,Pass,49.25
150,Student_150,3.5,92,45.9,F,Pass,54.03
833,Student_833,2.3,92,58.1,F,Pass,61.37
511,Student_511,6.5,91,65.1,D,Pass,70.27
84,Student_84,1.6,91,41.5,F,Pass,48.85
593,Student_593,2.6,91,95.1,A,Pass,87.37
575,Student_575,8.8,91,86.0,B,Pass,87.2
893,Student_893,8.5,91,46.6,F,Pass,59.32
885,Student_885,8.2,91,91.9,A,Pass,90.73
884,Student_884,1.9,91,74.6,C,Pass,72.32
701,Student_701,5.8,91,82.1,B,Pass,81.47
194,Student_194,6.7,91,79.7,C,Pass,80.69
679,Student_679,9.7,91,56.8,F,Pass,67.66
245,Student_245,1.1,91,67.6,D,Pass,66.62
957,Student_957,5.7,91,95.8,A,Pass,90.96
863,Student_863,5.7,91,92.2,A,Pass,88.44
256,Student_256,6.0,91,47.9,F,Pass,57.73
166,Student_166,8.5,91,55.3,F,Pass,65.41
80,Student_80,2.0,91,63.9,D,Pass,64.93
51,Student_51,9.7,91,69.8,D,Pass,76.76
479,Student_479,9.7,91,97.9,A,Pass,96.43
969,Student_969,6.1,91,93.3,A,Pass,89.61
153,Student_153,2.3,90,59.5,F,Pass,61.95
277,Student_277,8.2,90,99.5,A,Pass,95.85
291,Student_291,1.3,90,42.1,F,Pass,48.77
770,Student_770,8.4,90,95.0,A,Pass,92.9
510,Student_510,7.5,90,98.0,A,Pass,94.1
750,Student_750,6.6,90,57.7,F,Pass,64.99
757,Student_757,6.6,90,83.8,B,Pass,83.26
492,Student_492,6.6,90,87.6,B,Pass,85.92
565,Student_565,4.2,90,78.6,C,Pass,77.22
742,Student_742,3.7,90,83.4,B,Pass,80.08
538,Student_538,3.2,90,60.1,D,Pass,63.27
959,Student_959,2.5,90,94.4,A,Pass,86.58
602,Student_602,3.5,90,83.6,B,Pass,80.02
636,Student_636,5.0,90,75.9,C,Pass,76.13
240,Student_240,2.6,90,91.7,A,Pass,84.79
185,Student_185,3.3,90,44.3,F,Pass,52.31
984,Student_984,1.7,90,56.3,F,Pass,59.11
438,Student_438,8.4,90,67.5,D,Pass,73.65
463,Student_463,7.7,90,92.2,A,Pass,90.24
444,Student_444,4.3,90,67.7,D,Pass,69.69
21,Student_21,6.5,90,87.7,B,Pass,85.89
344,Student_344,4.9,90,78.6,C,Pass,77.92
219,Student_219,6.8,89,76.1,C,Pass,77.87
236,Student_236,7.5,89,93.2,A,Pass,90.54
227,Student_227,9.8,89,53.5,F,Pass,65.05
64,Student_64,4.2,89,44.9,F,Pass,53.43
197,Student_197,7.5,89,45.9,F,Pass,57.43
582,Student_582,9.8,89,46.7,F,Pass,60.29
726,Student_726,8.6,89,47.3,F,Pass,59.51
279,Student_279,7.3,89,64.1,D,Pass,69.97
225,Student_225,3.4,89,60.3,D,Pass,63.41
482,Student_482,7.3,89,57.2,F,Pass,65.14
975,Student_975,1.3,89,81.0,B,Pass,75.8
456,Student_456,5.4,89,49.9,F,Pass,58.13
609,Student_609,5.5,88,72.4,C,Pass,73.78
68,Student_68,8.2,88,60.8,D,Pass,68.36
52,Student_52,8.0,88,99.5,A,Pass,95.25
134,Student_134,4.0,88,41.2,F,Pass,50.44
345,Student_345,4.6,88,65.3,D,Pass,67.91
473,Student_473,1.4,88,69.9,D,Pass,67.93
470,Student_470,9.7,88,67.8,D,Pass,74.76
261,Student_261,6.5,88,90.4,A,Pass,87.38
489,Student_489,9.6,88,72.0,C,Pass,77.6
958,Student_958,1.4,88,64.3,D,Pass,64.01
985,Student_985,7.6,88,69.8,D,Pass,74.06
971,Student_971,7.0,88,67.0,D,Pass,71.5
919,Student_919,7.9,88,89.7,B,Pass,88.29
93,Student_93,7.8,88,46.3,F,Pass,57.81
688,Student_688,3.5,88,88.2,B,Pass,82.84
270,Student_270,3.6,88,78.2,C,Pass,75.94
962,Student_962,6.4,88,53.6,F,Pass,61.52
605,Student_605,2.1,88,56.9,F,Pass,59.53
48,Student_48,5.7,88,76.0,C,Pass,76.5
879,Student_879,1.2,88,52.2,F,Pass,55.34
574,Student_574,6.6,88,92.3,A,Pass,88.81
105,Student_105,9.2,88,81.7,B,Pass,83.99
373,Student_373,1.8,87,44.8,F,Pass,50.56
761,Student_761,2.4,87,65.8,D,Pass,65.86
795,Student_795,1.2,87,53.1,F,Pass,55.77
968,Student_968,3.7,87,47.4,F,Pass,54.28
437,Student_437,1.7,87,44.9,F,Pass,50.53
431,Student_431,2.3,87,46.9,F,Pass,52.53
996,Student_996,1.8,87,82.4,B,Pass,76.88
709,Student_709,3.3,87,82.8,B,Pass,78.66
204,Student_204,9.1,87,57.7,F,Pass,66.89
695,Student_695,2.0,87,77.0,C,Pass,73.3
600,Student_600,1.4,87,41.1,F,Pass,47.57
414,Student_414,6.2,87,83.8,B,Pass,82.26
248,Student_248,9.7,87,86.6,B,Pass,87.72
764,Student_764,7.7,87,58.4,F,Pass,65.98
472,Student_472,9.7,87,72.3,C,Pass,77.71
647,Student_647,6.3,86,66.1,D,Pass,69.77
649,Student_649,8.1,86,76.1,C,Pass,78.57
62,Student_62,3.4,86,87.4,B,Pass,81.78
11,Student_11,1.2,86,97.5,A,Pass,86.65
182,Student_182,2.0,86,42.5,F,Pass,48.95
672,Student_672,9.1,86,48.4,F,Pass,60.18
665,Student_665,1.9,86,70.4,C,Pass,68.38
118,Student_118,2.7,86,58.4,F,Pass,60.78
555,Student_555,8.9,86,47.6,F,Pass,59.42
297,Student_297,7.9,86,48.9,F,Pass,59.33
821,Student_821,8.2,86,57.3,F,Pass,65.51
976,Student_976,3.4,86,54.5,F,Pass,58.75
616,Student_616,9.3,86,57.8,F,Pass,66.96
598,Student_598,2.6,86,85.2,B,Pass,79.44
211,Student_211,5.9,86,86.5,B,Pass,83.65
913,Student_913,6.6,86,56.7,F,Pass,63.49
130,Student_130,5.6,86,86.2,B,Pass,83.14
131,Student_131,4.8,86,40.7,F,Pass,50.49
366,Student_366,4.5,86,92.4,A,Pass,86.38
939,Student_939,2.1,86,46.7,F,Pass,51.99
974,Student_974,2.9,85,44.3,F,Pass,50.91
303,Student_303,5.9,85,83.3,B,Pass,81.21
321,Student_321,5.9,85,76.2,C,Pass,76.24
524,Student_524,8.6,85,44.8,F,Pass,56.96
589,Student_589,2.2,85,46.6,F,Pass,51.82
886,Student_886,2.6,85,98.8,A,Pass,88.76
621,Student_621,2.7,85,91.1,A,Pass,83.47
572,Student_572,8.1,85,79.2,C,Pass,80.54
264,Student_264,5.7,85,75.4,C,Pass,75.48
566,Student_566,6.3,85,81.6,B,Pass,80.42
246,Student_246,9.4,85,90.5,A,Pass,89.75
864,Student_864,5.0,85,47.8,F,Pass,55.46
918,Student_918,9.5,85,80.6,B,Pass,82.92
978,Student_978,1.5,85,89.4,B,Pass,81.08
824,Student_824,4.6,85,63.1,D,Pass,65.77
412,Student_412,9.6,85,65.1,D,Pass,72.17
842,Student_842,7.0,85,74.8,C,Pass,76.36
924,Student_924,8.2,85,84.4,B,Pass,84.28
615,Student_615,8.9,84,75.9,C,Pass,78.83
670,Student_670,3.6,84,68.3,D,Pass,68.21
793,Student_793,5.6,84,76.3,C,Pass,75.81
92,Student_92,7.4,84,66.4,D,Pass,70.68
342,Student_342,5.3,84,99.9,A,Pass,92.03
322,Student_322,7.4,84,80.6,B,Pass,80.62
49,Student_49,5.9,84,70.9,C,Pass,72.33
174,Student_174,3.0,84,78.2,C,Pass,74.54
952,Student_952,7.0,84,64.2,D,Pass,68.74
284,Student_284,1.8,84,77.0,C,Pass,72.5
860,Student_860,1.6,84,94.6,A,Pass,84.62
163,Student_163,6.7,84,58.9,F,Pass,64.73
586,Student_586,3.2,84,72.8,C,Pass,70.96
57,Student_57,1.8,84,89.0,B,Pass,80.9
543,Student_543,3.1,84,54.4,F,Pass,57.98
931,Student_931,2.3,84,76.8,C,Pass,72.86
941,Student_941,3.5,84,96.9,A,Pass,88.13
376,Student_376,3.9,84,66.2,D,Pass,67.04
798,Student_798,6.1,84,81.3,B,Pass,79.81
167,Student_167,3.9,84,90.5,A,Pass,84.05
714,Student_714,4.7,83,89.3,B,Pass,83.81
192,Student_192,9.1,83,61.0,D,Pass,68.4
201,Student_201,6.8,83,41.3,F,Pass,52.31
571,Student_571,5.6,83,58.2,F,Pass,62.94
183,Student_183,9.3,83,45.1,F,Pass,57.47
226,Student_226,3.2,83,95.7,A,Pass,86.79
478,Student_478,6.0,83,86.5,B,Pass,83.15
139,Student_139,4.3,83,52.9,F,Pass,57.93
760,Student_760,8.1,83,81.5,B,Pass,81.75
767,Student_767,7.9,83,87.9,B,Pass,86.03
281,Student_281,9.0,83,52.2,F,Pass,62.14
85,Student_85,3.8,83,48.1,F,Pass,54.07
60,Student_60,3.9,83,92.1,A,Pass,84.97
567,Student_567,4.5,83,70.8,C,Pass,70.66
375,Student_375,1.6,83,69.8,D,Pass,67.06
336,Student_336,1.4,83,59.7,F,Pass,59.79
851,Student_851,1.6,83,74.2,C,Pass,70.14
933,Student_933,9.9,83,69.3,D,Pass,75.01
293,Student_293,8.4,83,52.1,F,Pass,61.47
338,Student_338,7.3,83,45.3,F,Pass,55.61
151,Student_151,9.2,83,69.3,D,Pass,74.31
684,Student_684,7.0,83,53.1,F,Pass,60.77
238,Student_238,1.2,82,57.2,F,Pass,57.64
585,Student_585,6.7,82,91.9,A,Pass,87.43
231,Student_231,8.2,82,76.8,C,Pass,78.36
934,Student_934,5.7,82,44.7,F,Pass,53.39
546,Student_546,4.2,82,67.0,D,Pass,67.5
77,Student_77,7.9,82,85.9,B,Pass,84.43
327,Student_327,6.0,82,44.6,F,Pass,53.62
734,Student_734,5.7,82,80.7,B,Pass,78.59
926,Student_926,1.2,82,85.2,B,Pass,77.24
789,Student_789,5.2,82,44.3,F,Pass,52.61
466,Student_466,4.4,82,99.1,A,Pass,90.17
459,Student_459,1.5,82,71.2,C,Pass,67.74
454,Student_454,9.2,82,52.1,F,Pass,62.07
977,Student_977,6.4,82,82.8,B,Pass,80.76
436,Student_436,7.3,82,72.6,C,Pass,74.52
982,Student_982,7.9,82,48.6,F,Pass,58.32
461,Student_461,2.1,82,92.7,A,Pass,83.39
462,Student_462,6.8,82,92.8,A,Pass,88.16
749,Student_749,9.2,82,65.3,D,Pass,71.31
331,Student_331,4.2,81,82.5,B,Pass,78.15
970,Student_970,5.3,81,70.2,C,Pass,70.64
564,Student_564,1.1,81,56.8,F,Pass,57.06
350,Student_350,6.6,81,90.4,A,Pass,86.08
993,Student_993,3.4,81,70.7,C,Pass,69.09
173,Student_173,5.6,81,93.7,A,Pass,87.39
432,Student_432,7.9,81,91.6,A,Pass,88.22
25,Student_25,5.1,81,49.1,F,Pass,55.67
91,Student_91,2.1,81,70.4,C,Pass,67.58
708,Student_708,8.3,81,94.5,A,Pass,90.65
221,Student_221,6.9,81,84.9,B,Pass,82.53
944,Student_944,8.5,81,71.4,C,Pass,74.68
528,Student_528,3.5,81,89.1,B,Pass,82.07
258,Student_258,7.3,81,89.1,B,Pass,85.87
537,Student_537,8.6,81,89.7,B,Pass,87.59
272,Student_272,8.3,81,49.6,F,Pass,59.22
448,Student_448,7.8,81,43.7,F,Pass,54.59
292,Student_292,1.3,81,84.7,B,Pass,76.79
457,Student_457,1.1,81,59.8,F,Pass,59.16
491,Student_491,5.1,81,81.8,B,Pass,78.56
302,Student_302,5.8,81,66.9,D,Pass,68.83
791,Student_791,2.4,81,58.7,F,Pass,59.69
90,Student_90,5.2,81,58.7,F,Pass,62.49
756,Student_756,8.1,80,60.6,D,Pass,66.52
552,Student_552,8.7,80,68.3,D,Pass,72.51
881,Student_881,3.1,80,63.2,D,Pass,63.34
254,Student_254,3.9,80,42.6,F,Pass,49.72
262,Student_262,9.9,80,84.0,B,Pass,84.7
737,Student_737,4.5,80,40.6,F,Pass,48.92
46,Student_46,7.0,80,63.8,D,Pass,67.66
280,Student_280,8.2,80,88.0,B,Pass,85.8
490,Student_490,9.0,80,49.5,F,Pass,59.65
430,Student_430,2.1,80,71.4,C,Pass,68.08
689,Student_689,7.9,80,74.3,C,Pass,75.91
55,Student_55,6.4,80,95.8,A,Pass,89.46
625,Student_625,6.6,80,51.1,F,Pass,58.37
7,Student_7,1.5,80,83.8,B,Pass,76.16
635,Student_635,2.0,79,89.9,B,Pass,80.73
114,Student_114,8.3,79,70.6,C,Pass,73.52
406,Student_406,9.1,79,41.3,F,Pass,53.81
426,Student_426,5.9,79,53.5,F,Pass,59.15
465,Student_465,9.7,79,67.1,D,Pass,72.47
550,Student_550,8.0,79,61.1,D,Pass,66.57
86,Student_86,3.9,79,97.8,A,Pass,88.16
296,Student_296,5.7,79,59.6,F,Pass,63.22
47,Student_47,3.8,79,66.8,D,Pass,66.36
288,Student_288,5.9,79,73.3,C,Pass,73.01
865,Student_865,4.6,79,87.4,B,Pass,81.58
103,Student_103,3.8,79,99.7,A,Pass,89.39
109,Student_109,3.1,79,47.3,F,Pass,52.01
591,Student_591,2.2,79,42.5,F,Pass,47.75
719,Student_719,2.1,79,43.6,F,Pass,48.42
873,Student_873,6.8,79,98.9,A,Pass,91.83
260,Student_260,1.9,79,70.4,C,Pass,66.98
97,Student_97,5.7,78,79.0,C,Pass,76.6
857,Student_857,1.3,78,72.6,C,Pass,67.72
95,Student_95,7.9,78,53.0,F,Pass,60.6
44,Student_44,9.2,78,73.2,C,Pass,76.04
325,Student_325,9.6,78,89.5,B,Pass,87.85
398,Student_398,4.9,78,42.0,F,Pass,49.9
268,Student_268,7.3,78,81.3,B,Pass,79.81
72,Student_72,2.8,78,48.0,F,Pass,52.0
145,Student_145,3.6,78,69.3,D,Pass,67.71
787,Student_787,6.3,78,78.2,C,Pass,76.64
527,Student_527,4.7,78,91.5,A,Pass,84.35
544,Student_544,7.0,78,48.5,F,Pass,56.55
298,Student_298,2.9,78,58.3,F,Pass,59.31
319,Student_319,2.4,78,73.7,C,Pass,69.59
707,Student_707,3.9,78,64.7,D,Pass,64.79
362,Student_362,6.8,78,57.9,F,Pass,62.93
347,Student_347,6.7,78,87.1,B,Pass,83.27
339,Student_339,5.3,78,53.2,F,Pass,58.14
348,Student_348,1.4,78,47.1,F,Pass,49.97
188,Student_188,6.0,78,97.4,A,Pass,89.78
687,Student_687,6.1,78,60.3,D,Pass,63.91
390,Student_390,8.3,78,94.4,A,Pass,89.98
814,Student_814,9.3,78,47.0,F,Pass,57.8
222,Student_222,6.1,78,88.7,B,Pass,83.79
942,Student_942,6.0,77,44.3,F,Pass,52.41
540,Student_540,2.2,77,82.7,B,Pass,75.49
613,Student_613,6.7,77,68.1,D,Pass,69.77
645,Student_645,2.1,77,65.8,D,Pass,63.56
899,Student_899,1.1,77,93.0,A,Pass,81.6
859,Student_859,6.1,77,97.8,A,Pass,89.96
294,Student_294,4.2,77,97.5,A,Pass,87.85
655,Student_655,4.9,77,82.2,B,Pass,77.84
813,Student_813,2.1,77,94.0,A,Pass,83.3
187,Student_187,8.4,77,40.7,F,Pass,52.29
237,Student_237,3.5,77,78.7,C,Pass,73.99
498,Student_498,1.7,77,48.4,F,Pass,50.98
744,Student_744,5.5,77,94.1,A,Pass,86.77
557,Student_557,2.2,77,59.5,F,Pass,59.25
361,Student_361,4.5,77,71.1,C,Pass,69.67
214,Student_214,3.0,77,42.5,F,Pass,48.15
275,Student_275,5.6,76,54.8,F,Pass,59.16
306,Student_306,9.8,76,63.5,D,Pass,69.45
385,Student_385,7.6,76,44.1,F,Pass,53.67
393,Student_393,4.3,76,85.6,B,Pass,79.42
228,Student_228,4.5,76,62.3,D,Pass,63.31
357,Student_357,1.2,76,41.6,F,Pass,45.52
247,Student_247,4.9,76,83.7,B,Pass,78.69
912,Student_912,3.4,76,88.3,B,Pass,80.41
856,Student_856,2.7,76,68.5,D,Pass,65.85
992,Student_992,7.3,76,40.0,F,Pass,50.5
152,Student_152,3.2,75,49.0,F,Pass,52.5
20,Student_20,3.6,75,79.9,C,Pass,74.53
796,Student_796,8.8,75,99.3,A,Pass,93.31
468,Student_468,8.8,75,41.6,F,Pass,52.92
808,Student_808,9.3,75,49.6,F,Pass,59.02
901,Student_901,2.9,75,70.6,C,Pass,67.32
508,Student_508,8.4,75,88.2,B,Pass,85.14
65,Student_65,3.5,75,64.2,D,Pass,63.44
723,Student_723,1.6,75,63.0,D,Pass,60.7
208,Student_208,7.0,75,52.3,F,Pass,58.61
967,Student_967,7.5,75,78.9,C,Pass,77.73
743,Student_743,7.7,75,47.2,F,Pass,55.74
871,Student_871,4.4,75,48.9,F,Pass,53.63
335,Student_335,1.4,75,48.8,F,Pass,50.56
314,Student_314,9.7,75,75.3,C,Pass,77.41
